47,-0.38
47,-0.38
48,-0.39
48,-0.40
48,-0.35
50,-0.31
50,-0.32
50,-0.39
51,-0.42
51,-0.38
51,-0.34
51,-0.37
51,-0.44
52,-0.48
52,-0.50
52,-0.51
53,-0.48
53,-0.47
53,-0.45
53,-0.51
53,-0.56
54,-0.57
54,-0.61
54,-0.66
54,-0.60
54,-0.57
55,-0.58
55,-0.64
55,-0.56
56,-0.60
56,-0.61
56,-0.67
57,-0.66
57,-0.60
57,-0.53
57,-0.42
57,-0.38
58,-0.33
58,-0.30
58,-0.28
60,-0.30
60,-0.27
60,-0.32
61,-0.36
61,-0.43
61,-0.39
61,-0.36
61,-0.31
62,-0.30
62,-0.23
62,-0.25
63,-0.26
63,-0.29
64,-0.30
64,-0.28
64,-0.26
65,-0.32
65,-0.32
65,-0.27
66,-0.24
66,-0.23
67,-0.13
67,-0.15
67,-0.19
68,-0.21
68,-0.13
68,-0.07
70,-0.04
70,-0.02
70,-0.01
70,0.03
70,-0.03
71,-0.08
71,-0.08
71,-0.10
72,-0.16
72,-0.25
72,-0.28
73,-0.22
73,-0.19
74,-0.20
74,-0.17
74,-0.16
75,-0.21
75,-0.31
76,-0.36
76,-0.43
76,-0.51
77,-0.55
77,-0.52
77,-0.47
77,-0.45
77,-0.43
78,-0.38
78,-0.29
78,-0.26
80,-0.32
80,-0.37
80,-0.31
81,-0.26
81,-0.28
81,-0.39
82,-0.38
82,-0.31
82,-0.21
82,-0.15
82,-0.17
83,-0.21
83,-0.29
83,-0.32
84,-0.36
84,-0.34
84,-0.36
84,-0.41
84,-0.44
85,-0.52
85,-0.61
85,-0.73
85,-0.75
85,-0.71
86,-0.71
86,-0.73
86,-0.66
87,-0.62
87,-0.50
87,-0.52
88,-0.45
88,-0.44
88,-0.39
88,-0.33
88,-0.31
90,-0.26
90,-0.21
90,-0.18
91,-0.20
91,-0.23
91,-0.26
92,-0.21
92,-0.19
92,-0.18
93,-0.20
93,-0.22
93,-0.25
93,-0.28
93,-0.35
94,-0.38
94,-0.45
94,-0.49
95,-0.55
95,-0.62
96,-0.70
96,-0.69
96,-0.63
97,-0.53
97,-0.51
97,-0.43
98,-0.40
98,-0.39
98,-0.38
98,-0.41
98,-0.46
100,-0.45
100,-0.30
100,-0.26
100,-0.21
100,-0.23
100,-0.42
100,-0.68
100,-1.02
100,-1.36
100,-1.79
100,-2.34
100,-2.88
100,-3.54
100,-4.35
100,-5.14
100,-5.99
100,-6.93
100,-7.91
100,-8.86
100,-9.85
100,-10.83
100,-12.07
100,-13.27
100,-14.44
100,-15.73
100,-16.94
100,-18.20
100,-19.60
100,-21.00
100,-22.37
100,-23.71
100,-25.21
100,-26.77
100,-28.23
100,-29.89
100,-31.41
100,-32.92
100,-34.49
100,-36.22
100,-37.72
100,-39.27
100,-40.93
100,-42.51
100,-44.22
100,-45.79
100,-47.50
100,-49.11
100,-50.72
100,-52.59
100,-54.25
100,-55.92
100,-57.58
100,-59.37
100,-61.03
100,-62.80
100,-64.62
100,-66.26
100,-67.94
100,-69.76
100,-71.57
100,-73.27
100,-74.96
100,-76.83
100,-78.58
100,-80.45
100,-82.25
100,-83.92
100,-85.57
100,-87.21
100,-89.04
0,-89.04
1,-89.29
1,-89.87
1,-89.23
1,-89.15
1,-89.23
2,-89.36
2,-89.16
2,-89.84
2,-90.37
2,-89.79
2,-89.97
3,-89.99
3,-89.84
3,-89.46
4,-89.04
4,-90.53
4,-90.92
4,-90.09
4,-90.32
5,-90.47
5,-90.60
5,-90.63
5,-90.76
5,-90.77
6,-90.74
6,-90.70
7,-89.74
7,-89.81
8,-89.99
8,-89.16
10,-89.45
10,-89.85
10,-89.44
10,-89.12
10,-89.96
11,-89.94
11,-89.06
12,-89.20
12,-89.36
13,-89.57
13,-89.85
14,-89.07
14,-89.38
15,-89.74
15,-89.20
16,-89.68
16,-89.11
17,-89.50
17,-89.85
18,-89.18
18,-89.44
18,-89.58
18,-89.75
18,-89.90
20,-90.01
20,-90.14
20,-90.27
20,-90.35
20,-90.35
21,-90.40
21,-90.40
21,-90.38
22,-90.29
22,-90.19
22,-90.13
23,-90.01
23,-89.86
23,-89.74
23,-89.67
24,-89.62
24,-89.68
24,-89.75
25,-89.68
25,-89.59
25,-89.57
26,-89.65
26,-89.73
26,-89.80
27,-89.72
27,-89.64
27,-89.53
28,-89.45
28,-89.45
28,-89.53
30,-89.68
30,-89.88
30,-89.98
31,-90.12
31,-90.16
31,-90.22
32,-90.25
32,-90.22
32,-90.23
33,-90.23
33,-90.15
33,-90.05
33,-89.96
34,-89.92
34,-89.91
34,-89.90
35,-89.88
35,-89.87
35,-89.78
35,-89.73
36,-89.71
36,-89.72
36,-89.80
37,-89.86
37,-89.85
37,-89.80
38,-89.85
38,-90.01
38,-90.18
40,-90.28
40,-90.44
40,-90.54
41,-90.58
41,-90.57
41,-90.55
42,-90.50
42,-90.44
42,-90.39
42,-90.33
43,-90.23
43,-90.20
43,-90.08
44,-89.94
44,-89.85
44,-89.84
44,-89.79
45,-89.68
45,-89.57
45,-89.51
46,-89.50
46,-89.57
46,-89.62
46,-89.65
46,-89.71
46,-89.77
46,-89.77
46,-89.79
46,-89.84
46,-89.86
46,-89.88
46,-89.97
46,-90.09
46,-90.19
46,-90.22
46,-90.20
47,-90.12
47,-90.04
47,-89.96
48,-89.81
48,-89.75
48,-89.74
48,-89.70
50,-89.71
50,-89.72
50,-89.64
51,-89.49
51,-89.34
51,-89.25
51,-89.29
52,-89.43
52,-89.65
52,-89.76
52,-89.80
52,-89.79
52,-89.82
53,-89.78
53,-89.73
53,-89.73
54,-89.71
54,-89.64
54,-89.56
55,-89.60
55,-89.66
55,-89.63
56,-89.65
56,-89.61
56,-89.56
57,-89.51
57,-89.45
57,-89.38
57,-89.32
58,-89.27
58,-89.20
58,-89.15
60,-89.12
60,-89.11
60,-89.22
60,-89.38
60,-89.50
60,-89.64
60,-89.72
61,-89.74
61,-89.79
61,-89.88
62,-89.91
62,-89.95
62,-90.01
63,-90.00
63,-89.99
63,-90.02
64,-90.11
64,-90.13
64,-90.05
65,-89.95
65,-89.96
65,-89.95
65,-89.92
66,-89.93
66,-89.84
66,-89.72
67,-89.62
67,-89.54
67,-89.49
67,-89.55
68,-89.62
68,-89.69
68,-89.82
70,-89.98
70,-90.04
70,-90.09
71,-90.10
71,-90.16
71,-90.21
72,-90.22
72,-90.22
72,-90.23
72,-90.30
72,-90.36
72,-90.39
72,-90.40
73,-90.34
73,-90.30
73,-90.25
74,-90.24
74,-90.19
74,-90.00
75,-89.79
75,-89.74
75,-89.72
75,-89.73
76,-89.80
76,-89.80
76,-89.87
77,-89.94
77,-90.04
77,-90.14
77,-90.20
78,-90.16
78,-90.06
78,-90.02
80,-90.07
80,-90.18
80,-90.22
81,-90.31
81,-90.43
81,-90.54
82,-90.59
82,-90.61
82,-90.57
83,-90.54
83,-90.42
83,-90.36
83,-90.30
83,-90.20
83,-90.09
83,-90.03
84,-90.02
84,-90.02
84,-89.90
84,-89.81
85,-89.75
85,-89.75
85,-89.74
86,-89.70
86,-89.70
86,-89.71
86,-89.69
87,-89.68
87,-89.70
87,-89.74
88,-89.79
88,-89.87
88,-89.98
90,-90.06
90,-90.13
90,-90.17
91,-90.21
91,-90.17
91,-90.13
92,-90.09
92,-90.05
92,-90.03
92,-90.02
92,-90.06
92,-90.08
92,-90.05
93,-90.00
93,-89.99
93,-89.96
94,-89.92
94,-89.89
94,-89.87
94,-89.86
95,-89.88
95,-89.88
95,-89.90
96,-89.94
96,-90.05
96,-90.08
97,-90.13
97,-90.20
97,-90.27
98,-90.31
98,-90.37
98,-90.44
98,-90.38
100,-90.25
100,-90.14
100,-90.10
100,-90.00
100,-89.94
100,-89.94
100,-89.94
100,-90.14
100,-90.40
100,-90.71
100,-91.14
100,-91.71
100,-92.34
100,-93.05
100,-93.80
100,-94.59
100,-95.38
100,-96.40
100,-97.32
100,-98.33
100,-99.33
100,-100.47
100,-101.69
100,-102.86
100,-104.15
100,-105.35
100,-106.57
100,-107.97
100,-109.22
100,-110.43
100,-111.81
100,-113.10
100,-114.48
100,-115.85
100,-117.39
100,-118.78
100,-120.20
100,-121.86
100,-123.35
100,-124.83
100,-126.45
100,-127.92
100,-129.56
100,-131.19
100,-132.73
100,-134.28
100,-135.96
100,-137.59
100,-139.13
100,-140.81
100,-142.40
100,-143.99
100,-145.82
100,-147.48
100,-149.16
100,-150.85
100,-152.59
100,-154.28
100,-155.89
100,-157.68
100,-159.34
100,-161.08
100,-162.86
100,-164.49
100,-166.12
100,-167.87
100,-169.69
100,-171.34
100,-173.20
100,-174.98
100,-176.76
100,-178.82
100,-180.69
0,-180.69
1,-180.06
1,-180.75
1,-180.18
1,-180.61
2,-180.90
2,-180.91
2,-180.72
2,-180.36
2,-180.01
2,-180.59
3,-180.11
3,-180.61
3,-180.22
4,-180.71
4,-180.25
4,-180.84
5,-180.38
5,-180.88
5,-180.34
6,-180.83
6,-180.26
7,-180.76
7,-180.20
7,-180.74
7,-180.18
7,-180.66
7,-180.24
7,-180.90
8,-180.54
8,-180.19
10,-181.75
10,-181.37
11,-181.02
11,-181.43
11,-181.78
12,-181.10
12,-181.25
12,-181.30
13,-181.32
13,-181.26
13,-181.13
13,-181.95
14,-181.81
14,-181.62
14,-181.39
14,-181.17
15,-181.00
15,-181.87
15,-181.65
15,-181.49
16,-181.42
16,-181.37
16,-181.36
16,-181.35
17,-181.31
17,-181.31
17,-181.29
17,-181.26
18,-181.30
18,-181.42
18,-181.46
18,-181.44
20,-181.44
20,-181.57
20,-181.66
20,-181.64
21,-181.61
21,-181.52
21,-181.37
21,-181.21
22,-181.10
22,-181.03
22,-181.09
22,-181.08
22,-181.08
23,-181.03
23,-181.99
23,-181.01
23,-181.05
24,-181.15
24,-181.31
24,-181.39
24,-181.45
25,-181.55
25,-181.64
25,-181.68
26,-181.68
26,-181.69
26,-181.71
26,-181.75
27,-181.72
27,-181.63
27,-181.54
27,-181.34
28,-181.19
30,-181.13
30,-181.15
30,-181.05
30,-181.98
31,-181.97
31,-181.93
31,-181.88
31,-181.85
31,-181.85
32,-181.88
32,-181.96
32,-181.07
33,-181.23
34,-181.35
34,-181.38
34,-181.41
35,-181.38
35,-181.48
35,-181.59
35,-181.67
36,-181.70
36,-181.77
36,-181.85
36,-181.80
37,-181.71
38,-181.59
38,-181.44
38,-181.32
38,-181.18
40,-181.08
40,-181.07
40,-181.02
40,-181.99
41,-181.96
42,-181.04
42,-181.13
42,-181.22
42,-181.31
43,-181.45
43,-181.49
43,-181.48
44,-181.51
44,-181.54
44,-181.58
44,-181.64
45,-181.72
45,-181.83
45,-181.95
45,-181.96
46,-181.95
46,-181.88
46,-181.75
46,-181.54
46,-181.33
47,-181.18
47,-181.13
47,-181.20
47,-181.22
47,-181.17
48,-181.09
48,-181.10
48,-181.14
48,-181.26
50,-181.38
50,-181.44
50,-181.56
51,-181.64
51,-181.77
51,-181.97
51,-181.14
52,-181.24
52,-181.19
52,-181.11
52,-181.07
53,-181.04
53,-181.95
53,-181.76
53,-181.58
53,-181.44
54,-181.39
54,-181.40
54,-181.37
54,-181.32
55,-181.23
56,-181.11
56,-181.00
56,-181.01
56,-181.08
57,-181.15
57,-181.24
57,-181.29
57,-181.37
58,-181.47
58,-181.62
58,-181.81
58,-181.89
60,-181.05
60,-181.14
60,-181.23
60,-181.17
61,-181.10
61,-181.03
61,-181.05
61,-181.97
62,-181.89
62,-181.74
62,-181.57
62,-181.41
63,-181.34
63,-181.28
63,-181.26
63,-181.31
63,-181.29
64,-181.30
64,-181.39
64,-181.46
64,-181.57
65,-181.61
65,-181.62
65,-181.64
65,-181.71
66,-181.81
66,-181.94
66,-181.06
67,-181.19
67,-181.18
67,-181.10
67,-181.95
67,-181.86
68,-181.74
68,-181.73
68,-181.74
68,-181.71
70,-181.54
70,-181.34
70,-181.26
70,-181.16
70,-181.04
71,-181.07
71,-181.12
71,-181.20
71,-181.25
72,-181.31
72,-181.38
72,-181.48
72,-181.59
73,-181.68
73,-181.84
73,-181.08
74,-181.23
74,-181.31
74,-181.32
74,-181.29
75,-181.20
75,-181.02
75,-181.79
75,-181.56
76,-181.45
77,-181.36
77,-181.32
77,-181.24
77,-181.14
78,-181.08
78,-181.02
78,-181.04
78,-181.12
80,-181.21
81,-181.30
81,-181.32
81,-181.29
82,-181.33
82,-181.42
82,-181.52
82,-181.61
83,-181.70
83,-181.74
83,-181.76
83,-181.85
84,-181.92
84,-181.95
84,-181.85
84,-181.70
85,-181.48
85,-181.43
85,-181.44
85,-181.39
86,-181.33
86,-181.24
86,-181.13
86,-181.02
87,-181.93
88,-181.87
88,-181.94
88,-181.11
88,-181.29
90,-181.49
91,-181.81
92,-182.86
93,-182.90
94,-181.91
95,-182.02
96,-181.12
97,-182.30
97,-181.56
98,-182.88
98,-181.34
99,-181.97
99,-182.60
100,-181.33
100,-182.20
100,-186.08
100,-189.94
100,-191.89
100,-193.83
100,-194.80
100,-197.97
100,-199.08
100,-200.12
100,-201.35
100,-202.60
100,-205.74
100,-205.02
100,-207.27
100,-209.53
100,-210.95
100,-211.45
100,-212.83
100,-214.25
100,-215.85
100,-216.46
100,-218.02
100,-218.53
100,-220.95
100,-223.45
100,-224.83
100,-225.25
100,-226.85
100,-228.46
100,-229.02
100,-230.70
100,-231.28
100,-232.90
100,-233.80
100,-235.45
100,-236.11
100,-237.91
100,-238.59
100,-239.49
100,-240.34
100,-242.06
100,-243.76
100,-244.44
100,-245.36
100,-247.09
100,-248.79
100,-248.66
100,-249.38
100,-250.20
100,-251.98
100,-252.65
100,-253.37
100,-254.15
100,-255.97
100,-256.63
100,-258.41
100,-259.07
100,-262.74
100,-264.60
100,-264.19
100,-266.83
100,-267.46
100,-269.23
100,-270.03
0,-270.03
1,-270.22
1,-270.61
1,-270.93
1,-270.19
2,-270.35
2,-270.24
2,-270.87
2,-270.42
2,-270.77
2,-270.96
3,-270.90
3,-270.68
3,-270.35
4,-270.82
4,-270.19
4,-270.32
5,-270.45
5,-270.48
5,-270.36
5,-270.31
6,-270.18
6,-270.91
6,-270.63
7,-270.51
7,-270.40
7,-270.37
7,-270.33
7,-270.37
7,-270.68
7,-270.10
8,-270.66
8,-270.45
8,-270.33
8,-270.46
8,-270.63
8,-270.89
8,-270.36
8,-270.95
8,-270.55
10,-271.15
10,-271.81
11,-271.43
11,-271.10
12,-271.70
12,-271.26
12,-271.68
12,-271.05
12,-271.41
13,-271.67
13,-271.86
13,-271.85
14,-271.85
14,-271.83
14,-271.79
14,-271.78
15,-271.74
15,-271.71
15,-271.66
16,-271.62
16,-271.54
16,-271.49
16,-271.50
17,-271.54
17,-271.56
17,-271.59
18,-271.53
18,-271.40
18,-271.28
18,-271.19
20,-271.11
20,-271.89
20,-271.77
21,-271.68
22,-271.55
22,-271.44
22,-271.27
23,-271.17
23,-271.14
23,-271.22
23,-271.28
24,-271.33
24,-271.41
24,-271.48
24,-271.47
25,-271.47
26,-271.52
26,-271.61
26,-271.77
27,-271.94
27,-271.06
27,-271.16
27,-271.25
28,-271.34
28,-271.45
28,-271.47
30,-271.43
30,-271.39
30,-271.26
30,-271.11
31,-271.01
31,-271.96
31,-271.86
31,-271.78
32,-271.71
33,-271.67
33,-271.66
33,-271.68
34,-271.72
35,-271.74
35,-271.72
35,-271.70
35,-271.70
36,-271.70
36,-271.85
36,-271.99
37,-271.05
37,-271.17
37,-271.18
37,-271.26
38,-271.35
38,-271.44
38,-271.51
40,-271.48
41,-271.34
41,-271.24
41,-271.07
41,-271.90
42,-271.86
42,-271.87
42,-271.84
42,-271.81
43,-271.79
43,-271.69
43,-271.68
43,-271.71
44,-271.70
44,-271.66
44,-271.63
44,-271.67
45,-271.81
45,-271.96
45,-271.06
45,-271.18
46,-271.36
46,-271.46
46,-271.49
47,-271.45
48,-271.40
48,-271.30
48,-271.20
50,-271.09
50,-271.03
50,-271.04
50,-271.99
51,-271.93
51,-271.89
51,-271.79
51,-271.73
52,-271.75
52,-271.78
52,-271.81
52,-271.87
53,-271.90
54,-271.88
54,-271.87
54,-271.85
54,-271.89
55,-271.04
55,-271.14
55,-271.20
56,-271.23
56,-271.24
56,-271.29
56,-271.29
57,-271.22
57,-271.21
57,-271.22
57,-271.21
58,-271.12
58,-271.08
58,-271.98
58,-271.78
60,-271.62
60,-271.48
60,-271.41
60,-271.46
61,-271.50
61,-271.51
61,-271.56
61,-271.60
62,-271.65
62,-271.82
62,-271.46
63,-271.65
63,-271.70
64,-271.74
64,-271.64
64,-271.40
65,-271.33
65,-271.17
66,-271.89
66,-271.51
66,-271.81
67,-271.06
68,-271.24
68,-271.21
68,-271.11
70,-271.40
70,-271.98
70,-271.43
70,-271.87
71,-271.32
71,-271.48
71,-271.53
71,-271.57
72,-271.66
72,-271.71
72,-271.95
72,-271.15
73,-271.36
73,-271.70
73,-271.87
73,-271.04
74,-271.20
74,-271.29
74,-271.31
75,-271.18
75,-271.05
75,-271.88
75,-271.76
76,-271.70
76,-271.61
76,-271.53
77,-271.46
78,-271.45
78,-271.44
78,-271.41
80,-271.39
81,-271.34
81,-271.33
81,-271.33
81,-271.44
82,-271.48
82,-271.50
82,-271.57
82,-271.67
83,-271.82
83,-271.87
83,-271.87
83,-271.89
84,-271.91
85,-271.94
85,-271.02
85,-271.07
86,-271.02
86,-271.07
86,-271.15
86,-271.15
87,-271.15
87,-271.11
87,-271.13
87,-271.15
88,-271.12
88,-271.07
88,-271.11
88,-271.26
88,-271.48
90,-271.55
90,-271.70
90,-271.60
90,-271.59
91,-271.75
91,-271.01
91,-271.19
91,-271.89
92,-271.51
93,-271.06
93,-271.07
93,-271.97
94,-271.00
94,-271.67
94,-271.24
94,-271.13
95,-271.10
95,-271.02
95,-271.89
96,-271.01
97,-271.17
97,-271.23
97,-271.35
97,-271.54
98,-271.75
98,-271.91
98,-271.19
98,-271.64
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
100,-271.01
